#struc i-RMSD
2O8V/ana_script/target-unbound.pdb 1.555
3DAW/ana_script/target-unbound.pdb 1.561
4LW4/ana_script/target-unbound.pdb 1.569
2CFH/ana_script/target-unbound.pdb 1.575
1JWH/ana_script/target-unbound.pdb 1.625
1D6R/ana_script/target-unbound.pdb 1.664
3BX7/ana_script/target-unbound.pdb 1.702
2HRK/ana_script/target-unbound.pdb 1.707
3BP8/ana_script/target-unbound.pdb 1.718
1FC2/ana_script/target-unbound.pdb 1.737
2H7V/ana_script/target-unbound.pdb 1.738
1SYX/ana_script/target-unbound.pdb 1.748
1XQS/ana_script/target-unbound.pdb 1.789
1R6Q/ana_script/target-unbound.pdb 1.865
4GXU/ana_script/target-unbound.pdb 1.925
1GP2/ana_script/target-unbound.pdb 1.927
1ZHH/ana_script/target-unbound.pdb 1.928
1CGI/ana_script/target-unbound.pdb 1.943
2OZA/ana_script/target-unbound.pdb 1.944
3V6Z/ana_script/target-unbound.pdb 1.952
3HI6/ana_script/target-unbound.pdb 1.953
3EO1/ana_script/target-unbound.pdb 1.982
2FD6/ana_script/target-unbound.pdb 1.989
4G6J/ana_script/target-unbound.pdb 1.996
3S9D/ana_script/target-unbound.pdb 2.017
1IRAtrunc/ana_script/target-unbound.pdb 2.054
3AAA/ana_script/target-unbound.pdb 2.074
BAAD/ana_script/target-unbound.pdb 2.101
1GXD/ana_script/target-unbound.pdb 2.111
1B6C/ana_script/target-unbound.pdb 2.113
4FQI/ana_script/target-unbound.pdb 2.117
1I2M/ana_script/target-unbound.pdb 2.147
1N2C/ana_script/target-unbound.pdb 2.168
1M10/ana_script/target-unbound.pdb 2.181
4JCV/ana_script/target-unbound.pdb 2.186
1LFD/ana_script/target-unbound.pdb 2.196
1MQ8/ana_script/target-unbound.pdb 2.213
3HMX/ana_script/target-unbound.pdb 2.230
2Z0E/ana_script/target-unbound.pdb 2.231
3CPH/ana_script/target-unbound.pdb 2.238
2NZ8/ana_script/target-unbound.pdb 2.286
1JIW/ana_script/target-unbound.pdb 2.289
1ACB/ana_script/target-unbound.pdb 2.295
1IB1/ana_script/target-unbound.pdb 2.295
1EER/ana_script/target-unbound.pdb 2.410
1NW9/ana_script/target-unbound.pdb 2.411
3SZK/ana_script/target-unbound.pdb 2.460
4DN4/ana_script/target-unbound.pdb 2.519
1KKL/ana_script/target-unbound.pdb 2.549
1ZLI/ana_script/target-unbound.pdb 2.550
3L89/ana_script/target-unbound.pdb 2.612
3F1P/ana_script/target-unbound.pdb 2.633
4FZA/ana_script/target-unbound.pdb 2.653
1PXV/ana_script/target-unbound.pdb 2.658
2J7P/ana_script/target-unbound.pdb 2.705
1IBR/ana_script/target-unbound.pdb 2.713
1ZM4/ana_script/target-unbound.pdb 2.733
2HMI/ana_script/target-unbound.pdb 2.755
1JK9/ana_script/target-unbound.pdb 2.781
1DE4/ana_script/target-unbound.pdb 2.793
2OT3/ana_script/target-unbound.pdb 2.867
4IZ7/ana_script/target-unbound.pdb 2.899
1JZD/ana_script/target-unbound.pdb 2.901
1BKD/ana_script/target-unbound.pdb 2.915
3EOA/ana_script/target-unbound.pdb 2.950
1OPH/ana_script/target-unbound.pdb 3.054
2C0L/ana_script/target-unbound.pdb 3.182
2IDO/ana_script/target-unbound.pdb 3.262
1E4K/ana_script/target-unbound.pdb 3.433
1FQ1/ana_script/target-unbound.pdb 3.539
2O3B/ana_script/target-unbound.pdb 3.682
2VIS/ana_script/target-unbound.pdb 3.749
1R8S/ana_script/target-unbound.pdb 3.838
3R9A/ana_script/target-unbound.pdb 3.897
3FN1/ana_script/target-unbound.pdb 3.978
2I9B/ana_script/target-unbound.pdb 3.980
3H11/ana_script/target-unbound.pdb 3.985
1JMO/ana_script/target-unbound.pdb 4.200
1ATN/ana_script/target-unbound.pdb 4.276
3G6D/ana_script/target-unbound.pdb 4.546
3AAD/ana_script/target-unbound.pdb 4.579
1RKE/ana_script/target-unbound.pdb 4.628
1F6M/ana_script/target-unbound.pdb 5.368
1Y64/ana_script/target-unbound.pdb 5.572
4GAM/ana_script/target-unbound.pdb 6.780
1H1V/ana_script/target-unbound.pdb 7.443
1IRA/ana_script/target-unbound.pdb 7.466
1FAK/ana_script/target-unbound.pdb 8.849
1BGX/ana_script/target-unbound.pdb 11.554
