#struc i-RMSD
1T6B/ana_script/target-unbound.pdb 0.956
1TMQ/ana_script/target-unbound.pdb 0.878
1UDI/ana_script/target-unbound.pdb 0.893
1US7/ana_script/target-unbound.pdb 1.210
1VFB/ana_script/target-unbound.pdb 1.025
1WDW/ana_script/target-unbound.pdb 1.336
1WEJ/ana_script/target-unbound.pdb 0.564
1WQ1/ana_script/target-unbound.pdb 1.186
1XD3/ana_script/target-unbound.pdb 0.921
1XQS/ana_script/target-unbound.pdb 1.789
1XU1/ana_script/target-unbound.pdb 1.309
1Y64/ana_script/target-unbound.pdb 5.572
1YVB/ana_script/target-unbound.pdb 0.781
1Z0K/ana_script/target-unbound.pdb 0.487
1Z5Y/ana_script/target-unbound.pdb 1.217
1ZHH/ana_script/target-unbound.pdb 1.928
1ZHI/ana_script/target-unbound.pdb 0.806
1ZLI/ana_script/target-unbound.pdb 2.550
1ZM4/ana_script/target-unbound.pdb 2.733
2A1A/ana_script/target-unbound.pdb 1.420
2A5T/ana_script/target-unbound.pdb 1.275
2A9K/ana_script/target-unbound.pdb 0.911
2ABZ/ana_script/target-unbound.pdb 1.060
2AJF/ana_script/target-unbound.pdb 0.727
2AYO/ana_script/target-unbound.pdb 1.510
2B42/ana_script/target-unbound.pdb 0.739
2B4J/ana_script/target-unbound.pdb 1.036
2BTF/ana_script/target-unbound.pdb 0.927
2C0L/ana_script/target-unbound.pdb 3.182
2CFH/ana_script/target-unbound.pdb 1.575
2FD6/ana_script/target-unbound.pdb 1.989
2FJU/ana_script/target-unbound.pdb 1.065
2G77/ana_script/target-unbound.pdb 1.140
2GAF/ana_script/target-unbound.pdb 0.757
2GTP/ana_script/target-unbound.pdb 0.553
2H7V/ana_script/target-unbound.pdb 1.738
2HLE/ana_script/target-unbound.pdb 1.412
2HMI/ana_script/target-unbound.pdb 2.755
2HQS/ana_script/target-unbound.pdb 1.284
2HRK/ana_script/target-unbound.pdb 1.707
2I25/ana_script/target-unbound.pdb 1.199
2I9B/ana_script/target-unbound.pdb 3.980
2IDO/ana_script/target-unbound.pdb 3.262
2J0T/ana_script/target-unbound.pdb 1.284
2J7P/ana_script/target-unbound.pdb 2.705
2JEL/ana_script/target-unbound.pdb 0.236
2MTA/ana_script/target-unbound.pdb 0.530
2NZ8/ana_script/target-unbound.pdb 2.286
2O3B/ana_script/target-unbound.pdb 3.682
2O8V/ana_script/target-unbound.pdb 1.555
2OOB/ana_script/target-unbound.pdb 0.934
2OOR/ana_script/target-unbound.pdb 1.501
2OT3/ana_script/target-unbound.pdb 2.867
2OUL/ana_script/target-unbound.pdb 0.614
2OZA/ana_script/target-unbound.pdb 1.944
2PCC/ana_script/target-unbound.pdb 0.482
2SIC/ana_script/target-unbound.pdb 0.534
2SNI/ana_script/target-unbound.pdb 0.371
2UUY/ana_script/target-unbound.pdb 0.790
2VDB/ana_script/target-unbound.pdb 0.627
2VIS/ana_script/target-unbound.pdb 3.749
2VXT/ana_script/target-unbound.pdb 1.494
2W9E/ana_script/target-unbound.pdb 1.251
2X9A/ana_script/target-unbound.pdb 1.466
2YVJ/ana_script/target-unbound.pdb 0.672
2Z0E/ana_script/target-unbound.pdb 2.231
3A4S/ana_script/target-unbound.pdb 0.774
3AAA/ana_script/target-unbound.pdb 2.074
3AAD/ana_script/target-unbound.pdb 4.579
3BIW/ana_script/target-unbound.pdb 0.448
3BP8/ana_script/target-unbound.pdb 1.718
3BX7/ana_script/target-unbound.pdb 1.702
3CPH/ana_script/target-unbound.pdb 2.238
3D5S/ana_script/target-unbound.pdb 0.594
3DAW/ana_script/target-unbound.pdb 1.561
3EO1/ana_script/target-unbound.pdb 1.982
3EOA/ana_script/target-unbound.pdb 2.950
3F1P/ana_script/target-unbound.pdb 2.633
3FN1/ana_script/target-unbound.pdb 3.978
3G6D/ana_script/target-unbound.pdb 4.546
3H11/ana_script/target-unbound.pdb 3.985
3H2V/ana_script/target-unbound.pdb 0.885
3HI6/ana_script/target-unbound.pdb 1.953
3HMX/ana_script/target-unbound.pdb 2.230
3K75/ana_script/target-unbound.pdb 0.815
3L5W/ana_script/target-unbound.pdb 0.786
3L89/ana_script/target-unbound.pdb 2.612
3LVK/ana_script/target-unbound.pdb 0.850
3MXW/ana_script/target-unbound.pdb 0.820
3P57/ana_script/target-unbound.pdb 0.798
3PC8/ana_script/target-unbound.pdb 0.566
3R9A/ana_script/target-unbound.pdb 3.897
3RVW/ana_script/target-unbound.pdb 0.625
3S9D/ana_script/target-unbound.pdb 2.017
3SGQ/ana_script/target-unbound.pdb 0.422
3SZK/ana_script/target-unbound.pdb 2.460
3V6Z/ana_script/target-unbound.pdb 1.952
3VLB/ana_script/target-unbound.pdb 0.513
4CPA/ana_script/target-unbound.pdb 0.791
4DN4/ana_script/target-unbound.pdb 2.519
4FQI/ana_script/target-unbound.pdb 2.117
4FZA/ana_script/target-unbound.pdb 2.653
4G6J/ana_script/target-unbound.pdb 1.996
4G6M/ana_script/target-unbound.pdb 0.579
4GAM/ana_script/target-unbound.pdb 6.780
4GXU/ana_script/target-unbound.pdb 1.925
4H03/ana_script/target-unbound.pdb 0.807
4HX3/ana_script/target-unbound.pdb 0.942
4IZ7/ana_script/target-unbound.pdb 2.899
4JCV/ana_script/target-unbound.pdb 2.186
4LW4/ana_script/target-unbound.pdb 1.569
4M76/ana_script/target-unbound.pdb 0.580
7CEI/ana_script/target-unbound.pdb 0.764
9QFW/ana_script/target-unbound.pdb 1.305
BAAD/ana_script/target-unbound.pdb 2.101
BOYV/ana_script/target-unbound.pdb 0.705
BP57/ana_script/target-unbound.pdb 1.013
CP57/ana_script/target-unbound.pdb 1.016
